1 0.488161 -1.949336 0.554316 0.832307 1
2 1.943230 -1.940876 -0.685849 0.727744 1
3 1.948786 -0.642819 -0.811681 -0.584101 1
4 0.703312 -0.705560 0.603330 -0.797492 1
5 1.944285 1.939995 -0.694316 -0.719671 2
6 0.482775 1.947371 0.579107 -0.815251 2
7 0.698120 0.709584 0.639945 0.768421 2
8 1.949501 0.645736 -0.816961 0.576693 2
9 0.713658 -0.653882 0.227505 0.973777 3
10 1.935473 -0.543055 -0.706033 0.708178 3
11 1.935968 0.544313 -0.712082 -0.702096 3
12 0.713850 0.654073 0.238358 -0.971177 3
13 0.251844 0.000048 0.999972 -0.007521 3
14 -1.935473 -0.543055 0.706033 0.708178 4
15 -0.713658 -0.653882 -0.227505 0.973777 4
16 -0.251844 0.000048 -0.999972 -0.007521 4
17 -0.713850 0.654073 -0.238358 -0.971177 4
18 -1.935968 0.544313 0.712082 -0.702096 4
19 -1.948786 -0.642819 0.811681 -0.584101 5
20 -1.943230 -1.940876 0.685849 0.727744 5
21 -0.488161 -1.949336 -0.554316 0.832307 5
22 -0.703312 -0.705560 -0.603330 -0.797492 5
23 -0.698120 0.709584 -0.639945 0.768421 6
24 -0.482775 1.947371 -0.579107 -0.815251 6
25 -1.944285 1.939995 0.694316 -0.719671 6
26 -1.949501 0.645736 0.816961 0.576693 6
27 -0.381491 1.926346 0.702915 -0.711274 7
28 -0.641679 0.705462 0.998772 0.049552 7
29 -0.199120 0.042125 0.589132 0.808037 7
30 0.199120 0.042125 -0.589132 0.808037 7
31 0.641679 0.705462 -0.998772 0.049552 7
32 0.381491 1.926346 -0.702915 -0.711274 7
33 0.381967 -1.926176 -0.696067 0.717976 8
34 0.641456 -0.705625 -0.998075 -0.062010 8
35 0.197917 -0.043772 -0.583186 -0.812339 8
36 -0.197917 -0.043772 0.583186 -0.812339 8
37 -0.641456 -0.705625 0.998075 -0.062010 8
38 -0.381967 -1.926176 0.696067 0.717976 8
43 1.222412 -1.979226 0.000000 1.000000 1
44 1.979225 -1.299738 -1.000000 0.000000 1
45 1.342378 -0.636877 0.072924 -0.997338 1
46 0.542460 -1.337214 0.982008 -0.188838 1
47 1.219716 1.979292 0.000000 -1.000000 2
48 0.540582 1.339166 0.982007 0.188845 2
49 1.339805 0.638957 0.072581 0.997362 2
50 1.979294 1.300372 -1.000000 0.000000 2
51 1.341833 -0.614835 -0.072923 0.997338 3
52 1.976586 -0.000000 -1.000000 0.000000 3
53 1.341977 0.616758 -0.072579 -0.997363 3
54 0.456780 0.352298 0.826973 -0.562242 3
55 0.455901 -0.352894 0.827004 0.562196 3
56 -1.341833 -0.614835 0.072923 0.997338 4
57 -0.455901 -0.352894 -0.827004 0.562196 4
58 -0.456780 0.352298 -0.826973 -0.562242 4
59 -1.341977 0.616758 0.072579 -0.997363 4
60 -1.976586 -0.000000 1.000000 0.000000 4
61 -1.979225 -1.299738 1.000000 0.000000 5
62 -1.222412 -1.979226 -0.000000 1.000000 5
63 -0.542460 -1.337214 -0.982008 -0.188838 5
64 -1.342378 -0.636877 -0.072924 -0.997338 5
65 -0.540582 1.339166 -0.982007 0.188845 6
66 -1.219716 1.979292 -0.000000 -1.000000 6
67 -1.979294 1.300372 1.000000 0.000000 6
68 -1.339805 0.638957 -0.072581 0.997362 6
69 -0.518792 1.331714 0.982006 -0.188847 7
70 -0.438191 0.367651 0.826962 0.562257 7
71 -0.000000 0.012115 -0.000000 1.000000 7
72 0.438191 0.367651 -0.826962 0.562257 7
73 0.518792 1.331714 -0.982006 -0.188847 7
74 0.000000 1.973129 -0.000000 -1.000000 7
75 0.520116 -1.331968 -0.982008 0.188839 8
76 0.437231 -0.368303 -0.826994 -0.562211 8
77 0.000000 -0.014388 -0.000000 -1.000000 8
78 -0.437231 -0.368303 0.826994 -0.562211 8
79 -0.520116 -1.331968 0.982008 0.188839 8
80 0.000000 -1.972714 -0.000000 1.000000 8
81 0.844797 -1.979221 0.000162 1.000000 1
82 1.979208 -1.639206 -1.000000 0.000562 1
83 1.658947 -0.614053 0.068566 -0.997647 1
84 0.603436 -1.020960 0.981504 -0.191440 1
85 1.600331 1.979286 -0.000222 -1.000000 2
86 0.480046 1.655525 0.982834 0.184492 2
87 1.020284 0.662093 0.070754 0.997494 2
88 1.979281 0.960902 -1.000000 0.000408 2
89 1.022322 -0.638164 -0.072202 0.997390 3
90 1.976450 -0.295062 -0.999993 0.003828 3
91 1.661530 0.593791 -0.068998 -0.997617 3
92 0.573834 0.522509 0.815066 -0.579368 3
93 0.340020 -0.181978 0.830620 0.556839 3
94 -1.661385 -0.591799 0.068850 0.997627 4
95 -0.572968 -0.523097 -0.814542 0.580104 4
96 -0.340905 0.181386 -0.830621 -0.556838 4
97 -1.022457 0.639899 0.070752 -0.997494 4
98 -1.976455 0.295062 0.999993 -0.003696 4
99 -1.979213 -0.960269 1.000000 -0.000392 5
100 -1.600027 -1.979220 0.000221 1.000000 5
101 -0.481986 -1.653598 -0.982980 -0.183710 5
102 -1.025851 -0.659991 -0.072289 -0.997384 5
103 -0.601582 1.022919 -0.981424 0.191851 6
104 -0.839101 1.979287 -0.000168 -1.000000 6
105 -1.979278 1.639842 1.000000 -0.000557 6
106 -1.659362 0.615987 -0.068667 0.997640 6
107 -0.457688 1.650944 0.982726 -0.185067 7
108 -0.554866 0.537922 0.821542 0.570148 7
109 -0.111571 0.015552 0.103593 0.994620 7
110 0.322122 0.196905 -0.826581 0.562817 7
111 0.580364 1.012582 -0.981384 -0.192058 7
112 0.218991 1.971371 -0.040480 -0.999180 7
113 0.459085 -1.651217 -0.982892 0.184183 8
114 0.553914 -0.538575 -0.821155 -0.570705 8
115 0.111436 -0.017874 -0.104131 -0.994564 8
116 -0.321146 -0.197569 0.826327 -0.563191 8
117 -0.581653 -1.012832 0.981494 0.191495 8
118 -0.219008 -1.970928 0.040816 0.999167 8
119 1.600027 -1.979220 -0.000221 1.000000 1
120 1.979213 -0.960269 -1.000000 -0.000392 1
121 1.025851 -0.659991 0.072289 -0.997384 1
122 0.481986 -1.653598 0.982980 -0.183710 1
123 0.839101 1.979287 0.000168 -1.000000 2
124 0.601582 1.022919 0.981424 0.191851 2
125 1.659362 0.615987 0.068667 0.997640 2
126 1.979278 1.639842 -1.000000 -0.000557 2
127 1.661385 -0.591799 -0.068850 0.997627 3
128 1.976455 0.295062 -0.999993 -0.003696 3
129 1.022457 0.639899 -0.070752 -0.997494 3
130 0.340905 0.181386 0.830621 -0.556838 3
131 0.572968 -0.523097 0.814542 0.580104 3
132 -1.022322 -0.638164 0.072202 0.997390 4
133 -0.340020 -0.181978 -0.830620 0.556839 4
134 -0.573834 0.522509 -0.815066 -0.579368 4
135 -1.661530 0.593791 0.068998 -0.997617 4
136 -1.976450 -0.295062 0.999993 0.003828 4
137 -1.979208 -1.639206 1.000000 0.000562 5
138 -0.844797 -1.979221 -0.000162 1.000000 5
139 -0.603436 -1.020960 -0.981504 -0.191440 5
140 -1.658947 -0.614053 -0.068566 -0.997647 5
141 -0.480046 1.655525 -0.982834 0.184492 6
142 -1.600331 1.979286 0.000222 -1.000000 6
143 -1.979281 0.960902 1.000000 0.000408 6
144 -1.020284 0.662093 -0.070754 0.997494 6
145 -0.580364 1.012582 0.981384 -0.192058 7
146 -0.322122 0.196905 0.826581 0.562817 7
147 0.111571 0.015552 -0.103593 0.994620 7
148 0.554866 0.537922 -0.821542 0.570148 7
149 0.457688 1.650944 -0.982726 -0.185067 7
150 -0.218991 1.971371 0.040480 -0.999180 7
151 0.581653 -1.012832 -0.981494 0.191495 8
152 0.321146 -0.197569 -0.826327 -0.563191 8
153 -0.111436 -0.017874 0.104131 -0.994564 8
154 -0.553914 -0.538575 0.821155 -0.570705 8
155 -0.459085 -1.651217 0.982892 0.184183 8
156 0.219008 -1.970928 -0.040816 0.999167 8
157 0.655950 -1.978649 0.017314 0.999850 1
158 1.977802 -1.808933 -0.999095 0.042529 1
159 1.817980 -0.604621 0.024469 -0.999701 1
160 0.635821 -0.862569 0.974551 -0.224165 1
161 1.790615 1.978381 -0.028244 -0.999601 2
162 0.452408 1.815317 0.992734 0.120327 2
163 0.860376 0.673441 0.078900 0.996883 2
164 1.978345 0.791199 -0.999626 0.027363 2
165 0.862622 -0.649706 -0.072749 0.997350 3
166 1.972162 -0.442582 -0.994458 0.105134 3
167 1.821285 0.582539 -0.093444 -0.995625 3
168 0.638110 0.605761 0.705708 -0.708502 3
169 0.283327 -0.093415 0.868985 0.494839 3
170 -1.821179 -0.580648 0.092161 0.995744 4
171 -0.637528 -0.606231 -0.700524 0.713629 4
172 -0.284222 0.092978 -0.867587 -0.497286 4
173 -0.862774 0.650965 0.068136 -0.997676 4
174 -1.972322 0.442595 0.994846 -0.101400 4
175 -1.978306 -0.790509 0.999642 -0.026754 5
176 -1.788843 -1.978348 0.027296 0.999627 5
177 -0.454435 -1.813841 -0.992813 -0.119677 5
178 -0.867397 -0.671670 -0.082026 -0.996630 5
179 -0.634110 0.864734 -0.974198 0.225694 6
180 -0.648793 1.978664 -0.018871 -0.999822 6
181 -1.977869 1.809532 0.999096 -0.042522 6
182 -1.819862 0.606450 -0.023336 0.999728 6
183 -0.428055 1.810902 0.981408 -0.191931 7
184 -0.613149 0.624342 0.872326 0.488925 7
185 -0.170301 0.027586 0.361570 0.932345 7
186 0.262820 0.111326 -0.798828 0.601560 7
187 0.613008 0.853225 -0.976425 -0.215855 7
188 0.329366 1.956105 -0.353416 -0.935466 7
189 0.429585 -1.811167 -0.981056 0.193722 8
190 0.612369 -0.624888 -0.870046 -0.492970 8
191 0.169761 -0.029790 -0.357163 -0.934042 8
192 -0.261756 -0.112110 0.796398 -0.604773 8
193 -0.614002 -0.853472 0.977193 0.212355 8
194 -0.329523 -1.955690 0.349907 0.936784 8
195 1.411220 -1.979226 -0.000001 1.000000 1
196 1.979225 -1.130003 -1.000000 -0.000004 1
197 1.184116 -0.648452 0.072932 -0.997337 1
198 0.512076 -1.495353 0.982111 -0.188302 1
199 1.029408 1.979292 0.000001 -1.000000 2
200 0.571004 1.181037 0.981961 0.189085 2
201 1.499566 0.627350 0.072134 0.997395 2
